customer_id,tenure_months,monthly_charges,total_charges,contract_type,internet_service,tech_support,payment_method,num_support_calls,senior_citizen,partner,paperless_billing,churn
CUST-00287,15,64.17,1014.92,Two year,No,No,Credit card,2,0,No,Yes,0
CUST-00288,18,59.8,1094.61,Two year,No,No,Mailed check,1,0,Yes,Yes,0
CUST-00289,8,61.79,535.54,Month-to-month,No,Yes,Credit card,0,0,Yes,Yes,0
CUST-00290,21,17.95,333.38,Month-to-month,Fiber optic,No,Mailed check,0,1,Yes,No,0
CUST-00291,1,51.28,26.71,Month-to-month,No,No,Mailed check,2,0,No,No,1
CUST-00292,1,67.32,134.65,Two year,DSL,Yes,Mailed check,1,0,No,Yes,0
CUST-00293,41,69.0,2906.84,Month-to-month,Fiber optic,Yes,Electronic check,1,0,Yes,Yes,1
CUST-00294,10,39.31,335.73,Month-to-month,DSL,No,Credit card,2,1,Yes,Yes,1
CUST-00295,3,96.64,302.41,Month-to-month,Fiber optic,No,Bank transfer,0,0,Yes,Yes,1
CUST-00296,17,43.35,715.33,Month-to-month,DSL,No,Electronic check,4,0,Yes,No,1
CUST-00297,35,89.24,,Month-to-month,No,Yes,Mailed check,1,0,No,Yes,0
CUST-00298,5,75.68,392.64,One year,DSL,No,Bank transfer,0,0,No,Yes,0
CUST-00299,23,48.84,1180.47,Month-to-month,DSL,Yes,Electronic check,2,0,No,No,1
CUST-00300,2,109.38,241.35,One year,Fiber optic,No,Bank transfer,0,0,Yes,No,1
CUST-00301,1,35.16,19.18,Month-to-month,DSL,No,Mailed check,0,0,No,No,0
CUST-00302,18,87.98,1609.36,Month-to-month,DSL,Yes,Bank transfer,0,0,No,Yes,0
CUST-00303,18,90.01,,Two year,DSL,No,Bank transfer,0,1,No,Yes,0
CUST-00304,24,48.23,1178.23,Month-to-month,Fiber optic,No,Mailed check,4,1,No,Yes,1
CUST-00305,31,99.81,3163.98,Two year,Fiber optic,No,Bank transfer,2,0,No,No,0
CUST-00306,72,58.75,4126.06,Month-to-month,Fiber optic,,Electronic check,4,0,No,Yes,0
CUST-00307,17,72.22,1267.56,Month-to-month,Fiber optic,No,Bank transfer,1,0,Yes,No,1
CUST-00308,9,71.51,566.62,Two year,Fiber optic,No,Credit card,2,0,No,No,0
CUST-00309,38,61.64,2403.82,Month-to-month,DSL,Yes,Electronic check,1,0,Yes,Yes,1
CUST-00310,7,85.27,565.04,Two year,DSL,Yes,Bank transfer,0,1,No,Yes,0
CUST-00311,13,84.84,1042.0,Month-to-month,Fiber optic,Yes,Credit card,1,0,No,No,0
CUST-00312,1,21.29,56.05,Two year,DSL,No,Credit card,2,0,No,No,0
CUST-00313,1,97.61,115.82,Month-to-month,DSL,No,Credit card,2,0,Yes,No,1
CUST-00314,72,23.44,1637.56,Month-to-month,Fiber optic,Yes,Bank transfer,2,0,Yes,Yes,1
CUST-00315,43,90.81,3842.34,One year,Fiber optic,No,Mailed check,1,0,Yes,Yes,1
CUST-00316,28,93.17,2599.32,Two year,DSL,No,Credit card,1,0,No,No,1
CUST-00317,12,37.73,392.51,Two year,DSL,No,Mailed check,2,0,No,No,1
CUST-00318,4,54.73,165.84,Two year,No,No,Electronic check,0,0,No,Yes,0
CUST-00319,4,37.36,155.21,Two year,No,No,Mailed check,0,0,Yes,Yes,0
CUST-00320,6,59.63,309.47,Month-to-month,Fiber optic,Yes,Mailed check,1,0,No,No,0
CUST-00321,19,57.3,1110.01,Month-to-month,Fiber optic,Yes,Mailed check,2,1,No,Yes,1
CUST-00322,30,84.49,2609.25,Month-to-month,Fiber optic,No,Mailed check,3,1,Yes,No,1
CUST-00323,25,97.76,2436.52,Month-to-month,No,Yes,Mailed check,2,0,No,Yes,1
CUST-00324,7,99.89,705.75,Month-to-month,No,Yes,Electronic check,1,0,No,No,1
CUST-00325,72,50.95,3769.0,Month-to-month,DSL,No,Electronic check,2,1,No,No,0
CUST-00326,32,59.77,1853.24,Month-to-month,No,Yes,Mailed check,1,0,No,Yes,0
CUST-00327,19,22.91,494.93,One year,DSL,No,Mailed check,3,0,Yes,No,0
CUST-00328,22,44.85,1040.31,Month-to-month,DSL,Yes,Credit card,1,0,No,No,0
CUST-00329,13,89.12,1201.29,Month-to-month,Fiber optic,No,Electronic check,0,0,No,No,1
CUST-00330,6,105.39,696.92,Month-to-month,Fiber optic,Yes,Bank transfer,1,0,No,Yes,1
CUST-00331,10,34.14,,One year,No,Yes,Electronic check,0,0,No,No,0
CUST-00332,34,50.19,1677.26,One year,DSL,No,Bank transfer,3,1,No,No,0
CUST-00333,1,64.34,119.07,One year,Fiber optic,No,Credit card,1,0,No,Yes,0
CUST-00334,2,72.0,200.65,Month-to-month,No,No,Mailed check,2,0,No,No,1
CUST-00335,1,44.76,100.03,Month-to-month,No,No,Credit card,1,0,Yes,Yes,1
CUST-00336,1,75.6,77.83,Month-to-month,DSL,Yes,Mailed check,4,0,Yes,Yes,1
CUST-00337,46,53.15,2409.28,Month-to-month,Fiber optic,No,Electronic check,0,1,Yes,Yes,1
CUST-00338,29,64.64,1884.09,Month-to-month,Fiber optic,No,Mailed check,0,1,No,Yes,1
CUST-00339,15,78.66,1226.97,Month-to-month,DSL,No,Bank transfer,2,0,No,No,1
CUST-00340,2,65.16,181.54,Month-to-month,No,Yes,Bank transfer,1,1,Yes,No,0
CUST-00341,16,54.09,843.96,Two year,No,No,Credit card,2,0,Yes,Yes,0
CUST-00342,15,62.26,949.66,Two year,DSL,No,Electronic check,1,0,No,No,0
CUST-00343,4,62.79,185.72,Month-to-month,DSL,Yes,Bank transfer,1,0,No,Yes,1
CUST-00344,13,55.75,773.99,Month-to-month,DSL,No,Credit card,0,0,No,Yes,1
CUST-00345,12,58.53,663.2,Month-to-month,No,Yes,Electronic check,2,1,Yes,Yes,1
CUST-00346,22,104.97,2348.52,Month-to-month,DSL,No,Electronic check,1,0,Yes,Yes,1
CUST-00347,24,79.02,1839.09,Two year,Fiber optic,No,Credit card,0,0,No,Yes,0
CUST-00348,1,57.61,109.18,Month-to-month,Fiber optic,No,Bank transfer,2,0,Yes,No,0
CUST-00349,11,82.42,922.75,One year,Fiber optic,No,Bank transfer,2,0,Yes,Yes,1
CUST-00350,23,56.65,1263.99,Month-to-month,DSL,Yes,Credit card,1,0,Yes,Yes,0
CUST-00351,16,94.33,1543.82,Two year,DSL,No,Bank transfer,1,0,Yes,Yes,1
CUST-00352,46,74.24,3385.57,Month-to-month,No,No,Credit card,2,0,Yes,Yes,1
CUST-00353,25,62.32,1595.41,One year,No,Yes,Bank transfer,1,0,No,No,1
CUST-00354,4,76.19,291.07,Month-to-month,Fiber optic,No,Bank transfer,1,0,Yes,Yes,1
CUST-00355,1,25.73,0.0,One year,DSL,No,Credit card,2,0,Yes,No,0
CUST-00356,24,36.83,,Month-to-month,DSL,Yes,Credit card,0,0,No,Yes,0
CUST-00357,1,35.15,13.63,Month-to-month,Fiber optic,Yes,Bank transfer,3,0,No,No,1
CUST-00358,21,68.57,1508.45,Two year,DSL,Yes,Credit card,2,0,No,Yes,1
CUST-00359,67,108.31,7302.02,Two year,No,No,Bank transfer,1,0,No,No,0
CUST-00360,20,120.78,2496.84,Two year,Fiber optic,No,Mailed check,3,0,No,Yes,1
CUST-00361,11,80.95,973.15,One year,DSL,No,Electronic check,5,0,No,Yes,0
CUST-00362,24,77.52,1833.77,Two year,No,No,Electronic check,1,0,No,No,0
CUST-00363,14,19.97,270.21,Month-to-month,No,No,Bank transfer,1,0,No,No,0
CUST-00364,18,51.43,905.23,Month-to-month,DSL,,Electronic check,2,0,No,Yes,1
CUST-00365,68,45.31,3047.19,Month-to-month,Fiber optic,Yes,Bank transfer,2,0,Yes,No,0
CUST-00366,11,49.48,452.19,One year,DSL,No,Credit card,0,0,No,No,0
CUST-00367,72,60.8,4376.6,Month-to-month,Fiber optic,No,Mailed check,0,0,No,Yes,1
CUST-00368,56,53.2,2914.79,Month-to-month,DSL,No,Electronic check,4,0,No,Yes,1
CUST-00369,5,15.52,75.88,One year,Fiber optic,No,Electronic check,1,0,Yes,Yes,1
CUST-00370,1,83.7,189.49,Two year,No,No,Credit card,0,0,Yes,Yes,0
CUST-00371,2,38.18,50.9,Month-to-month,Fiber optic,No,Mailed check,0,0,No,No,1
CUST-00372,1,70.98,80.72,Month-to-month,DSL,Yes,Mailed check,2,1,Yes,Yes,1
CUST-00373,2,116.85,279.04,Month-to-month,Fiber optic,No,Mailed check,2,1,No,Yes,1
CUST-00374,27,42.02,,Month-to-month,DSL,Yes,Credit card,3,1,No,No,1
CUST-00375,1,15.0,29.62,Month-to-month,No,No,Electronic check,1,0,No,Yes,1
CUST-00376,9,57.85,502.53,One year,Fiber optic,Yes,Electronic check,2,0,No,No,0
CUST-00377,44,92.52,4059.46,One year,DSL,Yes,Mailed check,2,0,No,No,1
CUST-00378,1,113.96,65.96,One year,DSL,Yes,Credit card,2,0,No,No,0
CUST-00379,40,34.26,1412.75,Month-to-month,Fiber optic,No,Credit card,0,0,No,No,1
CUST-00380,7,77.42,454.85,Two year,DSL,Yes,Credit card,1,0,No,Yes,0
CUST-00381,3,53.37,208.66,Month-to-month,Fiber optic,No,Mailed check,2,0,No,Yes,0
CUST-00382,28,62.35,1675.65,Month-to-month,DSL,No,Credit card,0,0,No,Yes,1
CUST-00383,23,131.11,3063.63,Two year,DSL,Yes,Mailed check,0,1,No,Yes,0
CUST-00384,50,27.43,1353.6,Month-to-month,Fiber optic,Yes,Mailed check,3,0,Yes,No,1
CUST-00385,31,71.34,2150.05,Month-to-month,No,No,Mailed check,2,0,Yes,Yes,1
CUST-00386,39,76.69,3019.97,Two year,No,No,Bank transfer,2,1,Yes,No,0
CUST-00387,7,92.14,691.45,Month-to-month,DSL,No,Mailed check,1,0,Yes,No,1
CUST-00388,4,67.45,247.89,One year,Fiber optic,No,Credit card,1,1,No,Yes,0
CUST-00389,33,72.7,2435.17,Month-to-month,DSL,Yes,Bank transfer,0,0,Yes,Yes,0
CUST-00390,39,55.21,2038.89,One year,Fiber optic,Yes,Electronic check,3,0,No,Yes,0
CUST-00391,72,71.73,5098.4,Month-to-month,Fiber optic,Yes,Electronic check,1,0,Yes,No,0
CUST-00392,12,56.42,741.66,Month-to-month,No,,Credit card,0,0,Yes,No,1
CUST-00393,11,80.54,874.75,One year,No,No,Credit card,3,0,Yes,Yes,1
CUST-00394,35,55.76,1858.48,Month-to-month,Fiber optic,No,Credit card,1,0,No,Yes,1
CUST-00395,10,74.43,709.33,Month-to-month,Fiber optic,Yes,Credit card,2,0,Yes,Yes,1
CUST-00396,64,64.27,4067.01,Month-to-month,No,Yes,Bank transfer,1,0,Yes,No,0
CUST-00397,46,93.15,4276.66,Month-to-month,No,Yes,Credit card,0,0,No,Yes,0
CUST-00398,13,63.72,809.76,Month-to-month,DSL,No,Mailed check,2,0,Yes,Yes,0
CUST-00399,33,20.67,,Month-to-month,DSL,Yes,Electronic check,0,0,Yes,No,1
CUST-00400,33,96.55,3182.61,Two year,Fiber optic,No,Credit card,1,0,No,No,1
CUST-00401,2,42.36,152.7,Month-to-month,DSL,No,Mailed check,1,0,Yes,No,1
CUST-00402,55,48.66,2697.3,Month-to-month,DSL,No,Credit card,1,0,Yes,Yes,1
CUST-00403,16,50.11,824.62,Month-to-month,DSL,No,Mailed check,1,0,Yes,No,1
CUST-00404,42,99.36,4231.42,Month-to-month,Fiber optic,No,Bank transfer,1,1,Yes,Yes,1
CUST-00405,9,15.0,115.56,Two year,DSL,No,Electronic check,0,0,No,Yes,0
CUST-00406,54,143.44,7682.87,Month-to-month,DSL,No,Electronic check,5,1,Yes,No,1
CUST-00407,11,91.4,1065.76,Two year,DSL,No,Bank transfer,0,0,No,Yes,1
CUST-00408,1,70.58,77.37,Month-to-month,No,No,Mailed check,0,0,No,Yes,0
CUST-00409,56,63.63,3570.12,One year,No,No,Credit card,3,0,Yes,No,1
CUST-00410,2,72.14,112.61,Month-to-month,Fiber optic,No,Mailed check,1,0,No,Yes,0
CUST-00411,9,78.03,671.41,Two year,Fiber optic,No,Electronic check,3,0,Yes,No,1
CUST-00412,71,81.13,5802.59,One year,No,No,Bank transfer,2,0,Yes,Yes,0
CUST-00413,72,78.89,,Month-to-month,DSL,No,Bank transfer,2,0,Yes,Yes,1
CUST-00414,20,67.24,1383.98,Month-to-month,DSL,Yes,Mailed check,1,0,Yes,No,0
CUST-00415,23,60.07,1421.18,Month-to-month,DSL,Yes,Mailed check,2,0,No,No,1
CUST-00416,14,61.22,885.51,Two year,DSL,No,Bank transfer,0,0,Yes,Yes,0
CUST-00417,8,60.13,487.59,Month-to-month,Fiber optic,,Electronic check,1,0,No,No,1
CUST-00418,9,93.34,831.33,Month-to-month,No,No,Credit card,0,0,No,Yes,1
CUST-00419,26,79.84,2136.33,One year,Fiber optic,No,Credit card,1,1,Yes,No,1
CUST-00420,33,15.0,476.31,Month-to-month,Fiber optic,No,Mailed check,0,0,No,Yes,1
CUST-00421,37,81.4,,Two year,No,No,Bank transfer,1,0,No,No,0
CUST-00422,37,69.87,2544.93,One year,DSL,Yes,Bank transfer,1,0,Yes,Yes,0
CUST-00423,2,64.53,96.1,One year,DSL,No,Bank transfer,3,0,Yes,No,0
CUST-00424,16,55.29,872.78,Two year,Fiber optic,No,Electronic check,0,0,Yes,No,1
CUST-00425,1,93.1,52.91,Month-to-month,Fiber optic,Yes,Mailed check,0,0,No,Yes,1
CUST-00426,19,88.69,1724.97,Month-to-month,DSL,No,Mailed check,2,0,No,No,1
CUST-00427,13,45.68,526.41,Month-to-month,Fiber optic,No,Mailed check,1,0,Yes,Yes,1
CUST-00428,52,75.18,3914.13,Month-to-month,Fiber optic,Yes,Electronic check,4,0,No,Yes,1
CUST-00429,10,40.71,413.71,One year,Fiber optic,Yes,Mailed check,0,0,No,No,0
CUST-00430,2,30.51,0.0,Two year,Fiber optic,No,Credit card,1,0,No,Yes,0
CUST-00431,3,49.33,125.95,Month-to-month,DSL,No,Mailed check,2,1,Yes,Yes,0
CUST-00432,34,86.56,2955.82,Month-to-month,DSL,Yes,Mailed check,4,1,Yes,Yes,1
CUST-00433,23,88.83,2064.48,Two year,Fiber optic,Yes,Mailed check,3,0,Yes,No,1
CUST-00434,2,77.83,145.44,Month-to-month,DSL,No,Electronic check,1,0,No,Yes,1
CUST-00435,2,83.13,200.1,Month-to-month,No,No,Credit card,1,0,No,Yes,0
CUST-00436,28,77.9,2175.86,Month-to-month,Fiber optic,No,Credit card,2,0,No,No,1
CUST-00437,1,48.96,49.65,Two year,DSL,Yes,Bank transfer,0,0,Yes,No,0
CUST-00438,41,75.8,3120.3,One year,Fiber optic,No,Bank transfer,1,1,Yes,No,1
CUST-00439,29,85.01,2511.65,One year,Fiber optic,No,Credit card,0,0,No,No,0
CUST-00440,2,83.86,133.93,Two year,DSL,Yes,Mailed check,1,0,No,No,0
CUST-00441,2,94.72,165.1,Month-to-month,No,No,Mailed check,0,1,No,Yes,1
CUST-00442,72,82.71,5921.5,Month-to-month,No,No,Mailed check,4,0,Yes,Yes,0
CUST-00443,11,73.79,795.04,Two year,Fiber optic,No,Electronic check,1,1,Yes,No,0
CUST-00444,11,91.75,1080.6,Month-to-month,DSL,No,Mailed check,5,0,No,No,1
CUST-00445,40,64.34,2602.12,One year,Fiber optic,Yes,Electronic check,1,1,No,No,0
CUST-00446,70,42.95,2950.16,Two year,Fiber optic,No,Credit card,0,0,No,Yes,1
CUST-00447,72,60.92,4356.46,One year,DSL,No,Mailed check,2,0,No,Yes,0
CUST-00448,33,46.38,1549.09,One year,DSL,No,Mailed check,1,0,No,No,0
CUST-00449,11,48.12,484.0,Two year,No,Yes,Bank transfer,2,0,Yes,No,0
CUST-00450,2,61.39,86.51,Two year,DSL,No,Credit card,3,0,No,No,1
CUST-00451,36,45.19,1694.07,Month-to-month,Fiber optic,Yes,Mailed check,2,1,No,Yes,1
CUST-00452,19,57.3,1058.05,Month-to-month,Fiber optic,No,Electronic check,0,0,No,Yes,1
CUST-00453,13,17.66,277.31,Month-to-month,Fiber optic,Yes,Credit card,1,0,Yes,No,0
CUST-00454,56,70.33,4001.38,One year,DSL,No,Bank transfer,2,0,Yes,No,0
CUST-00455,2,65.03,93.39,Month-to-month,No,Yes,Credit card,0,0,No,Yes,1
CUST-00456,16,44.57,,One year,Fiber optic,Yes,Electronic check,0,0,Yes,Yes,1
CUST-00457,1,81.48,67.67,Month-to-month,Fiber optic,No,Bank transfer,4,0,Yes,No,1
CUST-00458,15,88.44,1272.16,One year,Fiber optic,No,Electronic check,1,1,Yes,No,1
CUST-00459,1,24.81,30.86,Month-to-month,Fiber optic,No,Credit card,2,0,No,Yes,1
CUST-00460,3,45.93,127.51,One year,No,No,Bank transfer,2,0,No,Yes,1
CUST-00461,3,45.77,155.34,Month-to-month,Fiber optic,Yes,Electronic check,0,0,Yes,Yes,0
CUST-00462,25,41.5,1107.41,Month-to-month,Fiber optic,No,Credit card,2,0,No,Yes,1
CUST-00463,32,85.74,2784.45,Month-to-month,No,No,Electronic check,3,0,Yes,No,1
CUST-00464,21,60.15,1287.7,One year,Fiber optic,Yes,Mailed check,2,0,No,Yes,1
CUST-00465,72,58.39,4105.57,Month-to-month,DSL,No,Credit card,2,0,No,No,1
CUST-00466,11,15.0,187.17,Month-to-month,DSL,No,Bank transfer,0,0,No,No,1
CUST-00467,8,80.89,733.21,Two year,No,No,Bank transfer,0,0,Yes,Yes,0
CUST-00468,48,34.02,1482.36,One year,Fiber optic,No,Mailed check,3,0,No,Yes,0
CUST-00469,6,66.5,433.46,Two year,Fiber optic,No,Electronic check,1,0,No,Yes,1
CUST-00470,72,71.93,5171.31,Month-to-month,Fiber optic,Yes,Electronic check,1,0,No,Yes,1
CUST-00471,1,99.02,56.53,Month-to-month,DSL,Yes,Bank transfer,1,1,Yes,Yes,1
CUST-00472,72,32.28,2364.18,Two year,Fiber optic,No,Electronic check,2,0,Yes,No,1
CUST-00473,1,15.0,100.49,Month-to-month,DSL,Yes,Credit card,3,0,No,No,1
CUST-00474,53,69.6,3727.36,One year,Fiber optic,Yes,Credit card,2,0,Yes,No,1
CUST-00475,18,110.01,1961.67,Month-to-month,Fiber optic,No,Bank transfer,1,0,Yes,No,1
CUST-00476,72,95.97,6862.93,Month-to-month,Fiber optic,No,Credit card,0,0,No,No,0
CUST-00477,1,70.24,77.47,Month-to-month,Fiber optic,Yes,Bank transfer,0,0,Yes,No,1
CUST-00478,19,52.71,1045.13,Month-to-month,No,No,Electronic check,1,0,No,Yes,1
CUST-00479,72,85.18,6113.47,Month-to-month,Fiber optic,No,Electronic check,2,1,Yes,No,1
CUST-00480,17,40.66,676.72,Month-to-month,DSL,Yes,Electronic check,2,1,No,Yes,0
CUST-00481,23,76.91,1910.01,Two year,DSL,No,Mailed check,2,0,No,Yes,1
CUST-00482,28,77.64,2227.76,Month-to-month,Fiber optic,No,Bank transfer,0,0,No,Yes,0
CUST-00483,14,91.51,1338.58,One year,No,,Credit card,3,1,No,No,0
CUST-00484,23,133.99,3008.79,Two year,No,No,Electronic check,2,0,Yes,No,1
CUST-00485,21,74.81,1535.66,One year,No,Yes,Mailed check,3,0,No,No,1
CUST-00486,55,52.28,2878.91,Month-to-month,DSL,No,Credit card,1,1,No,No,0
CUST-00487,1,64.36,14.3,One year,Fiber optic,No,Credit card,2,1,Yes,Yes,0
CUST-00488,7,20.77,225.43,One year,Fiber optic,No,Credit card,1,0,No,No,1
CUST-00489,72,47.63,3500.03,One year,DSL,No,Electronic check,2,0,Yes,No,0
CUST-00490,53,54.77,2876.02,One year,DSL,No,Credit card,1,0,No,No,0
CUST-00491,14,51.9,815.76,Two year,No,Yes,Bank transfer,2,1,Yes,Yes,0
CUST-00492,23,68.81,1582.39,One year,DSL,Yes,Mailed check,0,1,No,Yes,0
CUST-00493,7,44.44,440.55,Month-to-month,DSL,Yes,Credit card,0,0,No,No,1
CUST-00494,5,93.03,472.36,One year,DSL,No,Credit card,2,0,Yes,Yes,0
CUST-00495,14,65.01,938.88,Month-to-month,No,Yes,Bank transfer,0,0,No,No,0
CUST-00496,10,64.77,717.67,Two year,Fiber optic,No,Credit card,0,0,Yes,Yes,0
CUST-00497,21,56.8,1256.74,Month-to-month,Fiber optic,Yes,Electronic check,2,0,Yes,No,1
CUST-00498,1,68.88,94.42,Month-to-month,No,No,Electronic check,1,0,Yes,Yes,0
CUST-00499,72,85.63,6158.12,Two year,DSL,Yes,Electronic check,6,0,Yes,No,1
CUST-00500,72,43.32,3144.87,One year,Fiber optic,No,Credit card,1,0,Yes,Yes,0
CUST-00501,28,48.55,1318.51,Month-to-month,DSL,No,Mailed check,1,0,No,No,0
CUST-00502,18,57.41,1040.93,Month-to-month,DSL,No,Mailed check,0,0,No,Yes,1
CUST-00503,8,31.35,195.36,Two year,No,No,Credit card,1,0,No,No,0
CUST-00504,40,44.52,1691.7,Month-to-month,Fiber optic,No,Mailed check,1,0,Yes,No,1
CUST-00505,27,53.09,1436.07,Two year,Fiber optic,No,Mailed check,4,0,No,Yes,1
CUST-00506,4,86.86,410.55,Month-to-month,Fiber optic,Yes,Credit card,0,1,No,No,1
CUST-00507,58,71.56,4197.0,One year,Fiber optic,Yes,Electronic check,1,0,Yes,Yes,0
CUST-00508,41,69.84,2859.33,Two year,DSL,No,Credit card,0,0,No,Yes,0
CUST-00509,71,86.27,6212.69,Month-to-month,DSL,No,Electronic check,1,0,No,Yes,0
CUST-00510,31,61.57,1880.08,Month-to-month,DSL,No,Electronic check,1,1,No,No,0
CUST-00511,22,74.76,1548.86,Month-to-month,DSL,Yes,Mailed check,0,0,Yes,Yes,1
CUST-00512,13,62.42,702.35,One year,No,No,Mailed check,0,0,Yes,Yes,0
CUST-00513,64,71.63,4525.52,Month-to-month,DSL,Yes,Electronic check,0,0,No,No,0
CUST-00514,48,50.43,2461.52,One year,DSL,Yes,Electronic check,2,0,No,No,0
CUST-00515,1,15.0,0.0,Month-to-month,Fiber optic,Yes,Mailed check,1,1,Yes,Yes,1
CUST-00516,1,61.64,84.69,Month-to-month,No,Yes,Bank transfer,1,1,Yes,No,1
CUST-00517,11,100.57,1188.57,Month-to-month,DSL,Yes,Electronic check,2,0,No,No,1
CUST-00518,39,88.16,3383.06,Month-to-month,DSL,No,Electronic check,4,0,No,Yes,1
CUST-00519,72,89.13,6441.64,One year,Fiber optic,Yes,Electronic check,2,0,No,No,0
CUST-00520,3,95.9,314.66,Two year,Fiber optic,,Mailed check,0,0,Yes,Yes,0
CUST-00521,21,67.22,1368.51,One year,Fiber optic,Yes,Credit card,1,1,Yes,No,0
CUST-00522,11,69.93,836.97,Month-to-month,No,No,Electronic check,1,1,Yes,Yes,1
CUST-00523,72,49.56,3553.84,Two year,No,No,Electronic check,4,0,Yes,No,0
CUST-00524,44,57.1,2493.13,One year,Fiber optic,Yes,Electronic check,0,0,Yes,Yes,0
CUST-00525,43,80.39,3562.53,Two year,Fiber optic,No,Credit card,1,0,No,No,0
CUST-00526,15,95.1,1452.6,Month-to-month,Fiber optic,No,Credit card,1,0,No,Yes,1
CUST-00527,12,61.51,784.43,Month-to-month,DSL,No,Electronic check,2,0,No,Yes,1
CUST-00528,7,53.75,443.96,Month-to-month,No,Yes,Electronic check,1,0,Yes,Yes,0
CUST-00529,1,65.01,32.49,One year,Fiber optic,No,Bank transfer,5,0,Yes,No,1
CUST-00530,48,80.03,3903.94,Month-to-month,DSL,No,Credit card,2,0,Yes,Yes,1
CUST-00531,40,28.9,1131.05,Month-to-month,Fiber optic,Yes,Bank transfer,0,0,Yes,Yes,0
CUST-00532,72,15.0,1052.77,Month-to-month,DSL,No,Electronic check,1,0,No,Yes,0
CUST-00533,72,51.24,3675.43,One year,Fiber optic,No,Electronic check,2,0,Yes,No,1
CUST-00534,19,34.48,624.06,One year,Fiber optic,No,Electronic check,1,0,Yes,Yes,1
CUST-00535,35,52.3,1871.49,Month-to-month,Fiber optic,No,Electronic check,1,1,Yes,No,1
CUST-00536,69,61.31,4243.44,Month-to-month,No,No,Mailed check,1,0,Yes,Yes,0
CUST-00537,45,53.67,2390.53,One year,DSL,Yes,Mailed check,0,1,No,Yes,0
CUST-00538,6,101.31,641.6,Two year,Fiber optic,No,Mailed check,0,1,Yes,Yes,0
CUST-00539,14,73.17,1010.6,One year,Fiber optic,No,Bank transfer,0,0,No,No,0
CUST-00540,3,72.51,201.13,Two year,Fiber optic,Yes,Credit card,3,0,No,Yes,1
CUST-00541,72,80.56,5802.41,One year,Fiber optic,Yes,Electronic check,0,1,Yes,Yes,0
CUST-00542,22,36.53,826.81,One year,Fiber optic,Yes,Credit card,1,0,Yes,Yes,0
CUST-00543,6,90.98,565.36,Month-to-month,Fiber optic,No,Mailed check,2,1,No,No,1
CUST-00544,26,63.11,1622.59,One year,DSL,Yes,Electronic check,1,0,No,Yes,0
CUST-00545,23,81.76,1922.88,One year,No,No,Electronic check,1,0,Yes,No,0
CUST-00546,10,38.2,370.92,One year,Fiber optic,Yes,Bank transfer,1,0,Yes,Yes,0
CUST-00547,2,26.16,19.56,Month-to-month,Fiber optic,No,Credit card,1,0,Yes,Yes,1
CUST-00548,26,85.45,2148.23,Month-to-month,DSL,No,Bank transfer,1,1,Yes,Yes,0
CUST-00549,17,74.41,1314.13,Month-to-month,DSL,No,Mailed check,2,0,Yes,No,1
CUST-00550,35,42.45,1486.32,Month-to-month,Fiber optic,No,Credit card,2,0,Yes,No,1
CUST-00551,17,43.26,745.94,Month-to-month,No,No,Mailed check,1,0,Yes,Yes,0
CUST-00552,45,93.14,4243.4,Two year,Fiber optic,No,Bank transfer,1,0,Yes,No,1
CUST-00553,19,35.26,646.16,Month-to-month,No,Yes,Bank transfer,2,0,Yes,Yes,1
CUST-00554,19,106.07,1946.55,Month-to-month,Fiber optic,Yes,Electronic check,1,0,No,No,1
CUST-00555,50,42.48,2127.71,Month-to-month,Fiber optic,No,Credit card,2,0,No,Yes,1
CUST-00556,12,80.96,986.92,One year,DSL,No,Credit card,1,0,No,Yes,0
CUST-00557,3,56.78,157.21,Month-to-month,No,No,Electronic check,3,0,Yes,No,1
CUST-00558,1,80.08,153.77,Month-to-month,DSL,Yes,Credit card,2,0,No,No,1
CUST-00559,33,51.4,1571.8,One year,No,Yes,Mailed check,1,1,Yes,Yes,0
CUST-00560,23,60.93,1457.4,Month-to-month,No,Yes,Mailed check,2,0,No,Yes,1
CUST-00561,29,66.02,1954.22,Two year,No,No,Bank transfer,4,0,Yes,Yes,0
CUST-00562,5,39.95,222.57,Two year,Fiber optic,,Mailed check,0,0,Yes,No,1
CUST-00563,3,83.52,83.77,Month-to-month,Fiber optic,No,Credit card,3,0,No,Yes,1
CUST-00564,1,52.17,116.36,Month-to-month,Fiber optic,No,Electronic check,1,0,No,No,1
CUST-00565,10,59.29,541.53,One year,DSL,No,Bank transfer,3,0,No,Yes,1
CUST-00566,21,40.14,817.58,Month-to-month,Fiber optic,No,Electronic check,0,1,Yes,Yes,1
CUST-00567,11,15.0,156.47,Month-to-month,DSL,Yes,Bank transfer,0,0,Yes,Yes,1
CUST-00568,13,60.22,803.29,Month-to-month,Fiber optic,No,Bank transfer,1,0,Yes,Yes,1
CUST-00569,56,125.32,7049.63,Two year,DSL,Yes,Electronic check,4,0,No,Yes,1
CUST-00570,10,84.62,890.79,Month-to-month,DSL,Yes,Mailed check,2,0,No,Yes,1
CUST-00571,17,64.52,1137.61,One year,Fiber optic,No,Mailed check,3,1,No,No,0
CUST-00572,36,58.43,2116.04,One year,Fiber optic,No,Mailed check,2,0,Yes,Yes,1
CUST-00573,12,65.56,807.54,Month-to-month,Fiber optic,No,Mailed check,4,0,No,No,1
CUST-00574,23,78.68,1755.06,Month-to-month,DSL,No,Electronic check,5,0,Yes,Yes,1
